7267f43c71fcf53f4580fd3cd808bd48,-122.322227041,47.6196866256
e1cdac10d136e76e064e4860007d786d,-122.320824956,47.6229759681
ea4b8b534a35f59713f61f29b8725d09,-122.320824187,47.6204388358
c7bb07b4b9ccd28cd0bc285194da5c72,-122.320827055,47.6235936
e8b8f7f4f40ea6babfa9a2a967ff1866,-122.320831937,47.6185867102
8974aab97d9fc4e3a53ba126b5eedd81,-122.320838041,47.6240433494
f7456ac4e6b20911c40fdad18908a8d2,-122.320837744,47.624358559
a54988e326d76a28f52a4b82d0efcd5d,-122.320835743,47.6184681915
2bf095b7a0ea63aa042e376d7ded0f55,-122.313072793,47.61969573
b27052d72d8d2d7c5d381878130b5481,-122.314328422,47.6196876639
25c68399f38b70d0466ae022feb4fe6a,-122.314141248,47.6196818375
849cd35a3dfc7200b683b67d0167598f,-122.320824358,47.6218753772
a4a6525085ec9c8c72d5f2fc7eee7f6c,-122.320836014,47.6204946117
c6714bdeee67810cd9131e55596cf34f,-122.318091955,47.6196886355
054e5fd22c26a92926a61c261c99054c,-122.320820948,47.6241926871
fdd59fbb907c5eb218de8b77cd0570c9,-122.320833725,47.6232464315
1ab4754657079071f9831fe42b3eac49,-122.320826143,47.6209064823
4ed94eb931ae96f6d9fe5e0d34f01c4d,-122.320839558,47.6200226096
65266a09dc3d274bed54447cf4565392,-122.320835028,47.6228903212
1c10cc0852579d2fa000e3fc3327bb98,-122.320830922,47.6220950281
98402a19f626c91d1795df7446906795,-122.320828737,47.6209169041
439f3d6687e9826c9f511eb794b7f17a,-122.320829219,47.6228932604
64463aa93c9145fa0724a9e89ea7be2a,-122.320828332,47.6200606748
8874f48da4401eee4a87d635c3685aff,-122.320839584,47.6184667962
d177a27cdcf11df2e6e09de9620e9c5e,-122.319640571,47.6196870526
009d96a823b6f6c085c092fb177491f6,-122.317549364,47.6196840488
8da2d8c46591e28d575d5cc983ada549,-122.320839875,47.6237390861
561398fccf4432b41202991b3d39623d,-122.320832442,47.6193051125
67f1bddbdb60c7f4a82c9ae9e88d4e28,-122.320834466,47.6216177534
0e3fdb89c7706b13891170ab2a9017c7,-122.320834911,47.6226059658
3d7847b1c33b5f5811208b4aa1a7ffbd,-122.325645057,47.6196808936
172400f46880b309ca5e97d322bb8f01,-122.316618937,47.61968493
33e1c2ac25051eda8cc69d1379f584eb,-122.320827668,47.6219185263
8f9d925731a02387afa0c30173623988,-122.320824263,47.6233750156
0ce8d05bd9038636ebb68e722688a108,-122.320821467,47.6236213893
2f068bfe36222d929b9e80e851f090a2,-122.320822387,47.6253712521
751e53fc64b770f7b5ea2b0964678599,-122.321227292,47.6196835136
cef8086fc8220dde9874948728787a2c,-122.320838815,47.6196604345
8b8f7811ae182a9cb46e1b9a51553c97,-122.312828094,47.6196799169
8a1c6e4eb35abbf1ae252628fca46cdb,-122.320835797,47.6220202979
97d694df56a84b8f9449d7ee174f3ee5,-122.32082858,47.6230259922
cea00424ced413c108d878b1a14f3316,-122.320827322,47.6221259722
a4077eb9ef9cb79a7c134ddab6042c68,-122.316257461,47.6196988685
da35a9d939d9049be367b87b078633ec,-122.313227278,47.6196837677
c628684d50d3eec9e0d6692abc72017f,-122.319997942,47.6196829818
36d598ce6ba72436b6757d7ef42b3ac6,-122.320835525,47.6224996799
0d2e90f5b51a1df747c7778c445c2948,-122.320835533,47.6189086607
4a3858e4eb0afb613e3461eace2a6ef4,-122.323880039,47.6196839669
b04902d6f1033f5f5e4cbafe91ff8e47,-122.320984884,47.6196796138
4bf56b5a1afd3d9c6e9bb92f1e0657e2,-122.323387925,47.6196822201
